Period total fertility rates by birth order and period total fertility rates by birth order by age 40
Last modified: 25/09/2014
Code Year       TFR      TFR1      TFR2      TFR3      TFR4     TFR5p     TFR40   TFR40_1   TFR40_2   TFR40_3   TFR40_4  TFR40_5p
USA  1958     3.689     1.002     0.960     0.718     0.437     0.573     3.609     0.998     0.952     0.707     0.425     0.527
USA  1959     3.689     0.972     0.943     0.721     0.450     0.603     3.609     0.968     0.936     0.710     0.438     0.557
USA  1960     3.667     0.945     0.919     0.720     0.458     0.625     3.587     0.941     0.913     0.709     0.446     0.578
USA  1961     3.626     0.923     0.884     0.708     0.461     0.650     3.545     0.919     0.877     0.697     0.449     0.602
USA  1962     3.481     0.881     0.838     0.673     0.444     0.644     3.403     0.878     0.832     0.663     0.433     0.598
USA  1963     3.354     0.863     0.804     0.636     0.424     0.627     3.280     0.860     0.799     0.627     0.413     0.581
USA  1964     3.222     0.859     0.764     0.598     0.399     0.601     3.149     0.856     0.759     0.590     0.389     0.557
USA  1965     2.926     0.819     0.700     0.527     0.349     0.533     2.858     0.815     0.695     0.518     0.339     0.491
USA  1966     2.714     0.830     0.660     0.465     0.299     0.460     2.651     0.827     0.655     0.458     0.290     0.421
USA  1967     2.564     0.807     0.650     0.433     0.270     0.404     2.507     0.804     0.646     0.427     0.262     0.369
USA  1968     2.467     0.830     0.637     0.406     0.244     0.352     2.416     0.827     0.633     0.400     0.236     0.320
USA  1969     2.457     0.835     0.652     0.408     0.237     0.325     2.410     0.833     0.648     0.403     0.230     0.296
USA  1970     2.461     0.860     0.664     0.408     0.228     0.300     2.417     0.858     0.661     0.403     0.222     0.273
USA  1971     2.268     0.804     0.630     0.370     0.202     0.261     2.230     0.802     0.627     0.366     0.197     0.238
USA  1972     2.008     0.744     0.582     0.311     0.165     0.206     1.975     0.743     0.579     0.308     0.160     0.186
USA  1973     1.871     0.714     0.565     0.283     0.140     0.169     1.842     0.712     0.563     0.280     0.137     0.151
USA  1974     1.827     0.715     0.572     0.272     0.127     0.143     1.802     0.713     0.569     0.269     0.123     0.127
USA  1975     1.769     0.700     0.557     0.266     0.118     0.127     1.744     0.699     0.555     0.263     0.115     0.112
USA  1976     1.739     0.691     0.554     0.267     0.113     0.115     1.716     0.689     0.551     0.264     0.110     0.102
USA  1977     1.783     0.711     0.572     0.279     0.114     0.108     1.761     0.709     0.570     0.276     0.111     0.095
USA  1978     1.747     0.707     0.559     0.274     0.110     0.098     1.727     0.705     0.556     0.271     0.107     0.087
USA  1979     1.795     0.734     0.574     0.281     0.111     0.094     1.774     0.733     0.572     0.278     0.108     0.084
USA  1980     1.821     0.761     0.578     0.281     0.110     0.091     1.801     0.759     0.575     0.278     0.107     0.081
USA  1981     1.805     0.758     0.575     0.278     0.108     0.085     1.785     0.756     0.573     0.275     0.105     0.076
USA  1982     1.814     0.759     0.586     0.280     0.107     0.082     1.794     0.757     0.583     0.277     0.104     0.073
USA  1983     1.783     0.748     0.578     0.274     0.105     0.078     1.764     0.746     0.575     0.271     0.102     0.070
USA  1984     1.792     0.751     0.587     0.276     0.104     0.075     1.773     0.749     0.584     0.273     0.101     0.067
USA  1985     1.835     0.769     0.602     0.285     0.106     0.073     1.815     0.766     0.599     0.281     0.103     0.066
USA  1986     1.835     0.773     0.598     0.286     0.106     0.072     1.814     0.770     0.594     0.282     0.103     0.065
USA  1987     1.865     0.783     0.606     0.294     0.109     0.072     1.843     0.780     0.602     0.290     0.106     0.066
USA  1988     1.922     0.804     0.622     0.306     0.115     0.075     1.898     0.800     0.617     0.301     0.111     0.068
USA  1989     1.999     0.839     0.640     0.320     0.121     0.079     1.974     0.834     0.634     0.315     0.118     0.073
USA  1990     2.069     0.869     0.659     0.331     0.127     0.083     2.042     0.864     0.653     0.326     0.123     0.077
USA  1991     2.058     0.865     0.653     0.328     0.127     0.085     2.029     0.860     0.646     0.322     0.123     0.078
USA  1992     2.043     0.853     0.654     0.325     0.126     0.085     2.013     0.847     0.647     0.319     0.122     0.078
USA  1993     2.019     0.852     0.646     0.316     0.123     0.083     1.988     0.845     0.638     0.310     0.119     0.076
USA  1994     2.003     0.855     0.638     0.311     0.119     0.080     1.971     0.849     0.629     0.304     0.115     0.073
USA  1995     1.982     0.852     0.631     0.306     0.116     0.077     1.948     0.845     0.622     0.299     0.112     0.071
USA  1996     1.980     0.837     0.637     0.311     0.118     0.078     1.945     0.829     0.628     0.304     0.113     0.071
USA  1997     1.974     0.823     0.640     0.314     0.119     0.078     1.938     0.816     0.630     0.307     0.114     0.071
USA  1998     2.003     0.821     0.655     0.325     0.123     0.079     1.965     0.813     0.645     0.317     0.118     0.072
USA  1999     2.009     0.820     0.656     0.329     0.124     0.079     1.970     0.812     0.645     0.321     0.120     0.072
USA  2000     2.054     0.832     0.668     0.341     0.130     0.082     2.012     0.823     0.657     0.333     0.124     0.075
USA  2001     2.031     0.813     0.664     0.341     0.132     0.083     1.989     0.804     0.652     0.332     0.126     0.075
USA  2002     2.024     0.808     0.660     0.340     0.132     0.084     1.981     0.799     0.648     0.331     0.127     0.076
USA  2003     2.053     0.824     0.666     0.344     0.134     0.085     2.007     0.814     0.652     0.335     0.129     0.077
USA  2004     2.058     0.820     0.664     0.349     0.137     0.087     2.010     0.809     0.651     0.339     0.132     0.079
USA  2005     2.061     0.817     0.665     0.351     0.140     0.089     2.012     0.806     0.651     0.341     0.133     0.081
USA  2006     2.112     0.840     0.676     0.359     0.145     0.092     2.061     0.829     0.662     0.348     0.138     0.084
USA  2007     2.122     0.846     0.676     0.360     0.146     0.094     2.070     0.834     0.662     0.348     0.140     0.086
USA  2008     2.074     0.829     0.656     0.349     0.145     0.094     2.020     0.817     0.641     0.338     0.138     0.086
USA  2009     2.002     0.801     0.632     0.335     0.140     0.094     1.948     0.789     0.617     0.323     0.134     0.085
USA  2010     1.928     0.771     0.609     0.321     0.135     0.092     1.874     0.758     0.593     0.310     0.129     0.084
UKR  1959     2.282     1.045     0.718     0.283     0.114     0.121     2.216     1.039     0.709     0.273     0.105     0.091
UKR  1960     2.248     1.030     0.716     0.280     0.109     0.113     2.187     1.024     0.707     0.270     0.100     0.086
UKR  1961     2.156     0.979     0.709     0.267     0.101     0.100     2.099     0.972     0.700     0.257     0.093     0.076
UKR  1962     2.135     1.018     0.673     0.257     0.095     0.092     2.077     1.011     0.663     0.247     0.088     0.069
UKR  1963     2.105     1.000     0.675     0.251     0.091     0.088     2.050     0.993     0.665     0.242     0.084     0.066
UKR  1964     2.015     0.980     0.644     0.229     0.083     0.079     1.963     0.973     0.635     0.220     0.076     0.060
UKR  1965     1.942     0.931     0.639     0.219     0.078     0.074     1.893     0.924     0.630     0.211     0.072     0.056
UKR  1966     2.054     0.995     0.669     0.231     0.082     0.077     2.006     0.988     0.660     0.222     0.076     0.060
UKR  1967     2.058     1.013     0.674     0.223     0.077     0.071     2.013     1.007     0.666     0.214     0.070     0.056
UKR  1968     2.048     1.016     0.680     0.211     0.073     0.068     2.005     1.009     0.671     0.203     0.068     0.054
UKR  1969     2.034     0.995     0.703     0.203     0.069     0.063     1.993     0.988     0.695     0.196     0.064     0.050
UKR  1970     2.106     1.043     0.721     0.211     0.068     0.062     2.068     1.037     0.713     0.204     0.062     0.051
UKR  1971     2.123     1.066     0.722     0.210     0.065     0.059     2.086     1.060     0.714     0.203     0.061     0.048
UKR  1972     2.125     1.073     0.724     0.208     0.064     0.056     2.087     1.067     0.716     0.200     0.059     0.045
UKR  1973     2.030     1.043     0.686     0.190     0.059     0.052     1.994     1.036     0.678     0.183     0.054     0.041
UKR  1974     2.062     1.041     0.712     0.193     0.060     0.055     2.027     1.036     0.705     0.187     0.056     0.044
UKR  1975     2.051     1.030     0.710     0.195     0.060     0.056     2.016     1.025     0.703     0.188     0.055     0.045
UKR  1976     2.047     1.039     0.706     0.187     0.059     0.056     2.014     1.035     0.700     0.181     0.054     0.045
UKR  1977     1.972     0.986     0.700     0.180     0.055     0.052     1.942     0.981     0.693     0.174     0.051     0.042
UKR  1978     1.962     1.008     0.684     0.167     0.053     0.051     1.934     1.004     0.678     0.161     0.049     0.042
UKR  1979     1.944     1.014     0.676     0.159     0.048     0.047     1.918     1.010     0.670     0.154     0.045     0.039
UKR  1980     1.938     1.026     0.670     0.151     0.046     0.045     1.914     1.023     0.665     0.146     0.043     0.038
UKR  1981     1.899     0.959     0.694     0.156     0.046     0.044     1.876     0.955     0.689     0.151     0.043     0.037
UKR  1982     1.927     0.966     0.708     0.163     0.046     0.044     1.905     0.964     0.703     0.158     0.043     0.038
UKR  1983     2.097     0.998     0.815     0.189     0.050     0.045     2.075     0.995     0.810     0.185     0.047     0.038
UKR  1984     2.076     1.008     0.789     0.186     0.049     0.044     2.055     1.006     0.784     0.181     0.046     0.037
UKR  1985     2.021     0.979     0.769     0.181     0.049     0.043     2.000     0.976     0.765     0.177     0.046     0.037
UKR  1986     2.128     1.002     0.824     0.201     0.054     0.048     2.106     1.000     0.819     0.196     0.050     0.041
UKR  1987     2.074     0.997     0.787     0.192     0.052     0.046     2.052     0.995     0.782     0.186     0.049     0.040
UKR  1988     2.058     1.026     0.762     0.178     0.048     0.045     2.038     1.023     0.757     0.174     0.045     0.039
UKR  1989     1.933     0.992     0.698     0.158     0.043     0.041     1.914     0.990     0.694     0.154     0.041     0.036
UKR  1990     1.848     0.993     0.633     0.144     0.040     0.038     1.831     0.991     0.629     0.140     0.038     0.033
UKR  1991     1.774     0.981     0.582     0.136     0.039     0.035     1.758     0.979     0.579     0.132     0.037     0.031
UKR  1992     1.673     0.944     0.535     0.125     0.036     0.033     1.658     0.942     0.532     0.122     0.034     0.029
UKR  1993     1.561     0.883     0.499     0.115     0.034     0.031     1.548     0.880     0.496     0.112     0.032     0.027
UKR  1994     1.467     0.853     0.450     0.104     0.031     0.029     1.455     0.851     0.448     0.102     0.030     0.025
UKR  1995     1.398     0.824     0.422     0.096     0.029     0.026     1.387     0.822     0.420     0.094     0.027     0.023
UKR  1996     1.335     0.795     0.397     0.090     0.027     0.025     1.325     0.793     0.395     0.088     0.026     0.022
UKR  1997     1.272     0.756     0.379     0.086     0.027     0.025     1.263     0.754     0.377     0.084     0.025     0.022
UKR  1998     1.211     0.719     0.360     0.082     0.026     0.024     1.201     0.718     0.358     0.080     0.024     0.021
UKR  1999     1.127     0.665     0.337     0.077     0.025     0.023     1.117     0.664     0.335     0.075     0.023     0.020
UKR  2000     1.116     0.665     0.332     0.074     0.023     0.021     1.106     0.663     0.330     0.072     0.022     0.019
UKR  2001     1.089     0.647     0.328     0.071     0.022     0.020     1.079     0.646     0.326     0.068     0.021     0.018
UKR  2002     1.125     0.659     0.348     0.075     0.022     0.021     1.115     0.658     0.346     0.072     0.021     0.018
UKR  2003     1.169     0.683     0.365     0.077     0.022     0.021     1.159     0.682     0.363     0.075     0.021     0.018
UKR  2004     1.215     0.719     0.373     0.079     0.023     0.021     1.203     0.717     0.370     0.076     0.022     0.018
UKR  2005     1.207     0.697     0.381     0.083     0.024     0.021     1.194     0.696     0.378     0.079     0.022     0.019
UKR  2006     1.300     0.723     0.433     0.094     0.026     0.023     1.287     0.722     0.429     0.091     0.025     0.020
UKR  2007     1.334     0.743     0.444     0.097     0.027     0.023     1.319     0.741     0.440     0.093     0.026     0.020
UKR  2008     1.446     0.788     0.486     0.115     0.031     0.026     1.428     0.786     0.481     0.110     0.029     0.023
UKR  2009     1.460     0.771     0.502     0.126     0.034     0.028     1.440     0.769     0.495     0.120     0.031     0.024
